timestamps,value,anomaly,changepoint,trend,noise,seasonality1,seasonality2,seasonality3
1416722400,4.94613067183802,0,0,3,1.94613067183802,0,0,0
1416726000,177.31556846963,0,0,6,19.6704334796699,110.25,38.5122739112551,2.88286107870471
1416729600,276.682476000741,0,0,9,-3.43781574924058,190.958601534469,74.4,5.76169021551331
1416733200,351.276213228775,0,0,12,4.92626308065214,220.5,105.217489040558,8.63246110756504
1416736800,337.027991517227,0,0,15,-9.28634882254955,190.958601534469,128.864580083124,11.4911587221831
1416740400,305.402670367129,0,0,18,19.0891225030547,110.25,143.729762951813,14.3337849122607
1416744000,184.336884821645,0,0,21,-2.61947918638685,2.70034619211991E-14,148.8,17.1563640080318
1416747600,90.5433293323296,0,0,24,13.1086180031119,-110.25,143.729762951813,19.9549483774043
1416751200,-8.75858583600549,0,0,27,3.60981166825798,-190.958601534469,128.864580083125,22.7256239470807
1416754800,-59.1035773581717,0,0,30,0.714417924526679,-220.5,105.217489040558,25.4645156767434
1416758400,-38.0305353835786,0,0,33,17.3602731722411,-190.958601534469,74.4,28.1677929786491
1416762000,-1.07449711103292,0,0,36,3.83155390266002,-110.25,38.5122739112551,30.831675075052
1416765600,58.6456500325397,0,0,39,-13.806786253424,-5.40069238423983E-14,1.82227443713126E-14,33.4524362859637
1416769200,138.050380703692,0,0,42,-11.7137566249058,110.25,-38.5122739112551,36.0264112398531
1416772800,195.319377208515,0,0,45,-4.78922432595391,190.958601534469,-74.4,38.55
1416776400,225.419951599579,0,0,48,21.1177675408047,220.5,-105.217489040558,41.0196730993325
1416780000,135.617136875091,0,0,51,-20.9088610529582,190.958601534469,-128.864580083124,43.4319764767053
1416783600,65.5066546066197,0,0,54,-0.79711874928393,110.25,-143.729762951813,45.783536307717
1416787200,-18.8850586490285,0,0,57,24.8438776276631,8.10103857635974E-14,-148.8,48.0710637233084
1416790800,-139.042106558297,0,0,60,4.64629698397356,-110.25,-143.729762951813,50.2913594095431
1416794400,-191.252655130337,0,0,63,13.129208405118,-190.958601534469,-128.864580083124,52.4413180821379
1416798000,-186.345687755944,0,0,66,18.8538684551315,-220.5,-105.217489040558,54.5179328294828
1416801600,-129.287076516286,0,0,69,10.5532257001034,-190.958601534469,-74.4000000000001,56.5182993180796
1416805200,-11.6575528371702,0,0,72,6.66510121957094,-110.25,-38.5122739112552,58.4396198545144
1416808800,118.203364404148,0,0,75,-17.0758428941367,-1.08013847684797E-13,-3.64454887426252E-14,60.2792072982851
1416812400,267.576954193343,0,0,78,-21.219808537922,110.25,38.5122739112551,62.0344888200101
1416816000,397.430904531298,0,0,81,-12.6307065029341,190.958601534469,74.4,63.7030094997632
1416819600,475.372112223392,0,0,84,0.372187422332505,220.5,105.217489040558,65.2824357605007
1416823200,472.074847600358,0,0,87,-1.51889264901591,190.958601534469,128.864580083124,66.7705586317802
1416826800,426.387219792989,0,0,90,14.2421600019697,110.25,143.729762951813,68.1652968392054
1416830400,312.855776318418,0,0,93,1.59107660314132,5.26703992693751E-13,148.8,69.4646997152765
1416834000,190.86531513661,0,0,96,-9.28139774277841,-110.25,143.729762951813,70.6669499275752
1416837600,102.971928747949,0,0,99,-5.70441582117524,-190.958601534469,128.864580083125,71.7703660204682
1416841200,38.292547538177,0,0,102,-21.1983462691563,-220.5,105.217489040558,72.7734047667751
1416844800,78.8824331808455,0,0,105,16.7663713892028,-190.958601534469,74.4,73.6746633261115
1416848400,92.0482236565122,0,0,108,-18.6869314616301,-110.25,38.5122739112551,74.4728812068872
1416852000,197.045443774011,0,0,111,10.8785017447921,-1.62020771527195E-13,5.46682331139378E-14,75.1669420292186
1416855600,274.631402001758,0,0,114,13.1378008267271,110.25,-38.512273911255,75.7558750862865
1416859200,324.340695891421,0,0,117,14.5432376549953,190.958601534469,-74.3999999999999,76.2388567019574
1416862800,314.016276085168,0,0,120,2.11855374295739,220.5,-105.217489040558,76.615211382769
1416866400,252.783170064753,0,0,123,-9.19526414925991,190.958601534469,-128.864580083124,76.884412762669
1416870000,180.557612067033,0,0,126,10.9912906796596,110.250000000001,-143.729762951813,77.0460843391855
1416873600,59.1995369640998,0,0,129,1.89953696409959,1.89024233448394E-13,-148.8,77.1
1416877200,-53.1137533313856,0,0,132,-8.18007471875795,-110.25,-143.729762951813,77.0460843391855
1416880800,-105.907169791953,0,0,135,2.03159906297105,-190.958601534469,-128.864580083125,76.884412762669
1416884400,-101.956496953314,0,0,138,9.14578070447558,-220.5,-105.217489040558,76.615211382769
1416888000,-46.9980010518487,0,0,141,1.12174378066321,-190.958601534469,-74.4000000000002,76.2388567019574
1416891600,79.4817248082957,0,0,144,8.48812363326435,-110.25,-38.5122739112551,75.7558750862865
1416895200,221.286872719325,0,0,147,-0.88006930989363,-2.16027695369593E-13,-7.28909774852505E-14,75.1669420292186
1416898800,380.556033870068,0,0,150,7.32087875192657,110.25,38.512273911255,74.4728812068872
1416902400,486.218705254947,0,0,153,-5.81455960563392,190.958601534469,74.4000000000001,73.6746633261115
1416906000,544.75114754168,0,0,156,-9.73974626565321,220.5,105.217489040558,72.7734047667751
1416909600,543.86313768444,0,0,159,-6.730409953621,190.958601534469,128.864580083124,71.7703660204682
1416913200,502.125191104399,0,0,162,15.47847822501,110.25,143.729762951813,70.6669499275752
1416916800,379.779706434297,0,0,165,-3.48499328098001,2.43031157290792E-13,148.8,69.4646997152765
1416920400,264.816871626401,0,0,168,-4.82818816461751,-110.25,143.729762951813,68.1652968392054
1416924000,184.329601827021,0,0,171,8.65306464658439,-190.958601534468,128.864580083125,66.7705586317802
1416927600,120.822857018162,0,0,174,-3.17706778289682,-220.5,105.217489040558,65.2824357605007
1416931200,152.195410132189,0,0,177,28.0510021668945,-190.958601534469,74.4,63.7030094997632
1416934800,177.009762426866,0,0,180,6.7129996956005,-110.25,38.5122739112551,62.0344888200102
1416938400,262.570873167836,0,0,183,19.2916658695513,-1.0534079853875E-12,3.5543561955932E-13,60.2792072982851
1416942000,322.167976767184,0,0,186,5.99063082392438,110.25,-38.512273911255,58.4396198545144
1416945600,342.746000368354,0,0,189,-19.3309004841944,190.958601534468,-74.3999999999998,56.5182993180796
1416949200,375.858584587119,0,0,192,14.0581407981946,220.5,-105.217489040558,54.5179328294828
1416952800,315.875844072753,0,0,195,6.34050453927041,190.958601534469,-128.864580083124,52.4413180821379
1416956400,203.318235481623,0,0,198,-11.493360976107,110.25,-143.729762951813,50.2913594095432
1416960000,106.564087547214,0,0,201,6.29302382390575,-4.8633528504232E-13,-148.8,48.0710637233084
1416963600,6.74732359522493,0,0,204,10.943550239321,-110.25,-143.729762951813,45.783536307717
1416967200,-79.4971519899718,0,0,207,-10.1059468490837,-190.958601534469,-128.864580083124,43.4319764767053
1416970800,-89.0737804821503,0,0,210,-14.3759645409243,-220.5,-105.217489040558,41.0196730993325
1416974400,-5.21124977466272,0,0,213,8.59735175980603,-190.958601534469,-74.4,38.55
1416978000,94.7461894565392,0,0,216,-8.51794787205948,-110.25,-38.5122739112549,36.0264112398531
1416981600,261.062605831298,0,0,219,8.61016954533516,-3.2404154305439E-13,-1.09336466227876E-13,33.4524362859637
1416985200,412.989804664336,0,0,222,11.3958556780301,110.249999999999,38.5122739112547,30.8316750750521
1416988800,527.974453279788,0,0,225,9.44805876667101,190.958601534468,74.3999999999998,28.167792978649
1416992400,581.401192221554,0,0,228,2.21918750425266,220.5,105.217489040558,25.4645156767434
1416996000,558.679851756135,0,0,231,-14.8689538085388,190.958601534469,128.864580083124,22.7256239470807
1416999600,511.947832650065,0,0,234,4.01312132084725,110.25,143.729762951813,19.9549483774044
1417003200,404.504064641412,0,0,237,1.54770063337886,1.1344183711511E-12,148.8,17.1563640080319
1417006800,278.53733368336,0,0,240,-9.27621418071443,-110.25,143.729762951813,14.3337849122607
1417010400,190.558812552881,0,0,243,-1.83832471795763,-190.958601534469,128.864580083124,11.4911587221831
1417014000,127.646165582891,0,0,246,-11.7037845652325,-220.5,105.217489040558,8.63246110756505
1417017600,140.440291802256,0,0,249,2.23720312121173,-190.95860153447,74.4000000000005,5.76169021551334
1417021200,161.212089336818,0,0,252,-21.9330456531421,-110.25,38.5122739112549,2.88286107870469
1417024800,251.539300141556,0,0,255,-3.46069985844418,-3.78048466896788E-13,1.27559210599188E-13,9.44202682142609E-15
1417028400,331.947853445534,0,0,258,5.09298843549348,110.25,-38.5122739112552,-2.88286107870471
1417032000,352.725988941863,0,0,261,-19.0709223770924,190.958601534468,-74.3999999999998,-5.76169021551329
1417035600,361.552487378148,0,0,264,-9.09756247372899,220.5,-105.217489040558,-8.63246110756503
1417039200,313.046824099483,0,0,267,-4.55603862967869,190.958601534469,-128.864580083124,-11.491158722183
1417042800,234.524527982291,0,0,270,12.3380758463645,110.25,-143.729762951813,-14.3337849122607
1417046400,129.954552926283,0,0,273,22.9109169343147,-3.78321437357523E-13,-148.8,-17.1563640080318
1417050000,0.995612944613763,0,0,276,-1.06967572616889,-110.25,-143.729762951813,-19.9549483774044
1417053600,-76.0716720700889,0,0,279,-12.5228665054155,-190.958601534468,-128.864580083125,-22.7256239470807
1417057200,-68.6234434483598,0,0,282,0.558561268942062,-220.5,-105.217489040558,-25.4645156767433
1417060800,-10.5701209209209,0,0,285,-2.04372640780291,-190.958601534469,-74.4,-28.1677929786491
1417064400,111.047546514391,0,0,288,2.6414955006975,-110.25,-38.5122739112549,-30.831675075052
1417068000,251.197288151617,0,0,291,-6.35027556241876,-4.32055390739186E-13,-1.45781954970501E-13,-33.4524362859637
1417071600,414.289313257459,0,0,294,7.55345058605885,110.249999999999,38.5122739112547,-36.0264112398531
1417075200,507.504311636986,0,0,297,-16.3042898974825,190.958601534468,74.3999999999998,-38.55
1417078800,572.039236911854,0,0,300,-12.6585790293721,220.5,105.217489040558,-41.0196730993325
1417082400,568.379713454119,0,0,303,-11.0114916867692,190.958601534468,128.864580083125,-43.4319764767053
1417086000,523.018028492132,0,0,306,8.82180184803545,110.25,143.729762951813,-45.783536307717
1417089600,412.544083292467,0,0,309,2.81514701577383,1.2424322188359E-12,148.8,-48.0710637233083
1417093200,286.821974435798,0,0,312,-8.36642910647288,-110.25,143.729762951813,-50.2913594095431
1417096800,193.94736621728,0,0,315,-6.51729424923737,-190.958601534469,128.864580083124,-52.4413180821379
1417100400,164.048337409137,0,0,318,15.8487811980614,-220.5,105.217489040558,-54.5179328294828
1417104000,137.572846569991,0,0,321,-10.3502525774609,-190.958601534469,74.4000000000001,-56.5182993180796
1417107600,206.206075396872,0,0,324,12.3834213401321,-110.250000000001,38.5122739112555,-58.4396198545144
1417111200,284.596533853781,0,0,327,17.8757411520664,-4.86062314581585E-13,1.64004699341814E-13,-60.2792072982851
1417114800,325.76917567341,0,0,330,-13.9340615953236,110.249999999999,-38.5122739112546,-62.0344888200101
1417118400,404.04258274531,0,0,333,18.1869907106041,190.958601534469,-74.4000000000002,-63.7030094997632
1417122000,383.532106333551,0,0,336,-2.46796886538966,220.5,-105.217489040558,-65.2824357605007
1417125600,351.186089338996,0,0,339,16.8626265194308,190.958601534469,-128.864580083124,-66.7705586317802
1417129200,238.809303282799,0,0,342,-1.54563692618284,110.25,-143.729762951813,-68.1652968392054
1417132800,109.617657936267,0,0,345,-17.1176423484577,1.29643914267829E-12,-148.8,-69.4646997152765
1417136400,12.8424197237244,0,0,348,-10.5108673968863,-110.250000000001,-143.729762951813,-70.6669499275752
1417140000,-47.0348986735675,0,0,351,-6.44135103550619,-190.958601534469,-128.864580083124,-71.7703660204682
1417143600,-37.702107283248,0,0,354,6.78878652408574,-220.5,-105.217489040559,-72.7734047667751
1417147200,17.8219253700161,0,0,357,-0.144809769403475,-190.958601534469,-74.4000000000001,-73.6746633261114
1417150800,120.890412166113,0,0,360,-15.8744327157429,-110.250000000001,-38.5122739112555,-74.4728812068872
1417154400,299.255363514877,0,0,363,11.422305544098,-2.106815970775E-12,-7.10871239118641E-13,-75.1669420292186
1417158000,441.363068221583,0,0,366,2.3566693966139,110.25,38.5122739112551,-75.7558750862865
1417161600,552.425382356022,0,0,369,-5.69436247648835,190.958601534468,74.3999999999998,-76.2388567019574
1417165200,631.695028079243,0,0,372,10.5927504214539,220.5,105.217489040558,-76.615211382769
1417168800,634.512656503815,0,0,375,16.5738876488903,190.958601534469,128.864580083124,-76.884412762669
1417172400,548.867965349194,0,0,378,-6.06571326343383,110.25,143.729762951813,-77.0460843391855
1417176000,439.08475432866,0,0,381,-13.6152456713395,-2.16300665830329E-13,148.8,-77.1
1417179600,320.761345420571,0,0,384,-19.6723331920559,-110.250000000001,143.729762951813,-77.0460843391855
1417183200,254.989141872616,0,0,387,6.96757608662818,-190.958601534468,128.864580083125,-76.884412762669
1417186800,193.860910387802,0,0,390,-4.24136726998762,-220.5,105.217489040559,-76.615211382769
1417190400,208.443523713424,0,0,393,8.24098194985006,-190.958601534469,74.4000000000001,-76.2388567019574
1417194000,270.849068111282,0,0,396,22.3426692863138,-110.25,38.512273911255,-75.7558750862865
1417197600,337.677493292349,0,0,399,13.8444353215672,9.7267057008464E-13,-3.28193607321076E-13,-75.1669420292186
1417201200,393.239019639969,0,0,402,-6.02582524188754,110.249999999999,-38.5122739112546,-74.4728812068872
1417204800,430.116335909288,0,0,405,-17.7676022990693,190.958601534468,-74.3999999999998,-73.6746633261115
1417208400,470.067480285227,0,0,408,19.55837409256,220.5,-105.217489040558,-72.7734047667751
1417212000,420.378488220404,0,0,411,19.0548327895285,190.958601534469,-128.864580083125,-71.7703660204681
1417215600,301.729986957447,0,0,414,-8.12330016316312,110.249999999999,-143.729762951813,-70.6669499275752
1417219200,214.936035294979,0,0,417,16.2007350102544,1.40445299036309E-12,-148.8,-69.4646997152765
1417222800,109.521228003979,0,0,420,11.6662877949975,-110.249999999999,-143.729762951813,-68.1652968392054
1417226400,45.301671668782,0,0,423,8.8954119181555,-190.958601534469,-128.864580083125,-66.7705586317803
1417230000,28.7387778873443,0,0,426,-6.26129731159609,-220.5,-105.217489040559,-65.2824357605007
1417233600,101.253337735316,0,0,429,1.3149487695471,-190.958601534468,-74.3999999999997,-63.7030094997632
1417237200,217.009699523679,0,0,432,-4.19353774505469,-110.250000000001,-38.5122739112555,-62.0344888200101
1417240800,384.935340284503,0,0,435,10.2145475827887,-6.48083086108779E-13,-2.18672932455751E-13,-60.2792072982851
